"fecha","construya","itcrm","valor_badlar_porc","indice_serie_original_base_2004","interes_real"
2024-02-01,237.2,115.750597702126,108.896315789474,133.637224020505,-0.036788751323769
2024-03-01,216.2,105.870263882143,85.4163157894737,142.568619918428,-0.0350570610970294
2024-04-01,228.8,97.0224645129057,62.669,147.265122631245,-0.0331658585892106
2024-05-01,250.6,93.430395156915,35.5877272727273,156.77658295329,-0.0116188029300009
2024-06-01,245.3,89.9006182837459,33.4282352941176,147.365172093703,-0.0171324250712307
2024-07-01,299.1,87.8801977770383,36.9077272727273,149.697535659285,-0.00918274711012257
2024-08-01,317.6,87.1561892750225,38.8459090909091,147.327577143307,-0.00897661305667796
2024-09-01,293.7,86.0462340519884,39.3833333333333,144.84377067736,-0.00180984916954718
2024-10-01,296.5,84.0456314822033,40.5090909090909,147.994623052318,0.00666090132948116
2024-11-01,275.9,81.7459358338856,36.1721052631579,148.069358256608,0.0057386097148624
2024-12-01,244.2,79.7909683990683,32.8768421052632,148.567397819954,0.000346946122270264
2025-01-01,247.2,79.7063414100318,31.4986363636364,146.295979883683,0.0040488612338252
2025-02-01,248,81.048180704751,28.4795,141.202244544414,-0.000276712048392747
2025-03-01,250.4,80.4988436531489,29.5083333333333,150.406305877726,-0.0122463671928438
2025-04-01,287.8,82.326316824492,33.1552631578947,158.740296133668,-0.000174130208347001
2025-05-01,272.9,83.8966293453809,32.7535,164.877557847577,0.0121018352949787
2025-06-01,280.5,86.121041707982,32.1626315789474,156.595165790575,0.0104438658201189
2025-07-01,299.5,91.7699038686095,32.4986363636364,153.947892498903,0.007914844111653
2025-08-01,300,95.0477811620089,48.0335,150.566350777516,0.0208783468771647
2025-09-01,312.9,99.1049922549784,48.4309090909091,151.790603747929,0.0192008849168559
2025-10-01,326.3,98.9006243880176,46.1690909090909,152.770484952548,0.014710304440146
2025-11-01,260.8,96.0088355172616,32.0264705882353,147.607990452717,0.00191224060532313
